Genus	Isolate	Isolate_ID	BOLD_ID	Genbank_acc
Phy	Phytophthora meadii	P6128	PHYTO186-10	HQ261354, HQ261607, EU079878
Phy	Phytophthora medicaginis	BR 610	OOMYA1583-08	HQ708328, HQ643273
Phy	Phytophthora medicaginis	BR 611	OOMYA1584-08	HQ708327, HQ643272
Phy	Phytophthora medicaginis	BR 622	OOMYA1265-08	HQ708326, HQ643271
Phy	Phytophthora medicaginis	CBS 117685	OOMYA2064-10	HQ708325, HQ643270
Phy	Phytophthora medicaginis	P10127	PHYTO014-10	HQ261355, HQ261608
Phy	Phytophthora megakarya	P1664	PHYTO133-10	HQ261358, HQ261611
Phy	Phytophthora megakarya	P1672	PHYTO134-10	HQ261357, HQ261610
Phy	Phytophthora megakarya	p42	OOMYA2136-10	GU945490, GU993904
Phy	Phytophthora megakarya	P8516	PHYTO250-10	HQ261356, HQ261609, EU079974
Phy	Phytophthora megasperma	BR 395	OOMYA1296-08	HQ708335, HQ643282
Phy	Phytophthora megasperma	BR 396	OOMYA1297-08	HQ708334, HQ643281
Phy	Phytophthora megasperma	BR 398	OOMYA1299-08	HQ708333, HQ643280
Phy	Phytophthora megasperma	BR 528	OOMYA413-07	HQ708332, HQ643279
Phy	Phytophthora megasperma	BR 529	OOMYA1300-08	HQ708331, HQ643278
Phy	Phytophthora megasperma	Ip81	OOMYA2129-10	GU945491, GU993905
Phy	Phytophthora megasperma	P6957	PHYTO212-10	HQ261359, HQ261612
Phy	Phytophthora megasperma	CBS 306.36	OOMYA116-07	HQ708330, HQ643277, HQ665201
Phy	Phytophthora megasperma	P10340	PHYTO040-10	HQ261362, HQ261615, EU080383
Phy	Phytophthora megasperma	P1679	PHYTO135-10	HQ261361, HQ261614, EU080337
Phy	Phytophthora megasperma	P3136	PHYTO159-10	HQ261360, HQ261613, EU080063
Phy	Phytophthora megasperma*	CBS 402.72	OOMYA150-07	HQ708329, HQ643275, HQ665228
Phy	Phytophthora melonis	IMI 325917	OOMYA2158-10	GU945492, GU993906
Phy	Phytophthora melonis	P6870	PHYTO205-10	HQ261363, HQ261616
Phy	Phytophthora melonis	P3609	PHYTO173-10	HQ261364, HQ261617, EU080476
Phy	Phytophthora melonis*	CBS 582.69	OOMYA198-07	HQ708336, HQ643283, HQ665274
Phy	Phytophthora mengei	P10139	PHYTO015-10	HQ261366, HQ261619
Phy	Phytophthora mengei	P1275	PHYTO096-10	HQ261365, HQ261618
Phy	Phytophthora mexicana	P0646	PHYTO007-10	HQ261367, HQ261620, EU080707
Phy	Phytophthora mirabilis	p3006	OOMYA2134-10	HQ708338
Phy	Phytophthora mirabilis	CBS 122204	OOMYA2069-10	HQ708337, HQ643285
Phy	Phytophthora mirabilis	P10231	PHYTO025-10	HQ261370, HQ261623
Phy	Phytophthora mirabilis	P3010	PHYTO154-10	HQ261368, HQ261621
Phy	Phytophthora mirabilis	P3005	PHYTO153-10	HQ261369, HQ261622, EU079780
Phy	Phytophthora mirabilis	p3007	OOMYA2135-10	GU993907
Phy	Phytophthora mirabilis*	CBS 678.85	OOMYA211-07	HQ708339, HQ643287, HQ665285
Phy	Phytophthora multivesiculata	IMI 386053	OOMYA2128-10	GU945493, GU993908
Phy	Phytophthora multivesiculata	P10670	PHYTO063-10	HQ261371, HQ261624
Phy	Phytophthora multivesiculata*	CBS 545.96	OOMYA180-07	HQ708340, HQ643288, HQ665257
Phy	Phytophthora multivora	BR 514	OOMYA1244-08	HQ708343, HQ643292
Phy	Phytophthora multivora	CBS 111337	OOMYA2028-10	HQ708344, HQ643293
Phy	Phytophthora multivora	CBS 113347	OOMYA2041-10	HQ708342, HQ643291
Phy	Phytophthora multivora	CBS 119108	OOMYA2067-10	HQ708341, HQ643290
Phy	Phytophthora multivora	P1233	PHYTO093-10	HQ261373, HQ261626
Phy	Phytophthora multivora	P7902	PHYTO221-10	HQ261372, HQ261625, EU080240
Phy	Phytophthora nemorosa	P16352	PHYTO130-10	HQ261374, HQ261627
Phy	Phytophthora nemorosa	PRI 708	OOMYA2145-10	HQ708349, HQ643298
Phy	Phytophthora nemorosa	PRI 709	OOMYA2146-10	HQ708348, HQ643297
Phy	Phytophthora nemorosa	PRI 710	OOMYA2147-10	HQ708347, HQ643296
Phy	Phytophthora nemorosa	PRI 711	OOMYA2148-10	HQ708346, HQ643295
Phy	Phytophthora nemorosa	P10288	PHYTO028-10	HQ261375, HQ261628, EU079479
Phy	Phytophthora nemorosa*	CBS 114870	OOMYA2057-10	HQ708345, HQ643294
Phy	Phytophthora nicotianae	81	OOMYA2011-10	GU945494, GU993910
Phy	Phytophthora nicotianae	CBS 101655	OOMYA2017-10	HQ708354, HQ643303
Phy	Phytophthora nicotianae	CBS 303.29	OOMYA2091-10	HQ708352, HQ643301
Phy	Phytophthora nicotianae	CBS 304.29	OOMYA2092-10	HQ708351, HQ643300
Phy	Phytophthora nicotianae	CBS 310.62	OOMYA2096-10	HQ708353, HQ643302
Phy	Phytophthora nicotianae	CBS 534.92	OOMYA2111-10	HQ708350, HQ643299
Phy	Phytophthora nicotianae	P10297	PHYTO029-10	HQ261379, HQ261632
Phy	Phytophthora nicotianae	P10381	PHYTO045-10	HQ261378, HQ261631
Phy	Phytophthora nicotianae	P6915	PHYTO207-10	HQ261377, HQ261630
Phy	Phytophthora nicotianae	P7146	PHYTO215-10	HQ261376, HQ261629, EU079560
